"Mass"	"Intensity"
"3639"	258.59	738.43
"3640"	258.65	797.078
"3641"	258.71	858.392
"3642"	258.77	805.076
"3643"	258.84	797.078
"3644"	258.9	759.757
"3645"	258.96	815.739
"3646"	259.02	845.063
"3647"	259.09	773.086
"3648"	259.15	762.423
"3649"	259.21	797.078
"3650"	259.27	837.065
"3651"	259.34	813.073
"3652"	259.4	823.736
"3653"	259.46	813.073
"3654"	259.52	783.749
"3655"	259.59	797.078
"3656"	259.65	791.747
"3657"	259.71	821.071
"3658"	259.77	703.775
"3659"	259.84	797.078
"3660"	259.9	690.446
"3661"	259.96	738.43
"3662"	260.02	679.782
"3663"	260.09	693.112
"3664"	260.15	613.137
"3665"	260.21	701.109
"3666"	260.27	743.762
"3667"	260.34	597.142
"3668"	260.4	741.096
"3669"	260.46	605.14
"3670"	260.52	621.135
"3671"	260.59	583.813
"3672"	260.65	503.839
"3673"	260.71	543.826
"3674"	260.77	487.844
"3675"	260.84	498.507
"3676"	260.9	546.492
"3677"	260.96	490.51
"3678"	261.02	525.165
"3679"	261.09	511.836
"3680"	261.15	354.553
"3681"	261.21	378.546
"3682"	261.27	333.227
"3683"	261.34	301.237
"3684"	261.4	298.571
"3685"	261.46	223.928
"3686"	261.52	138.622
"3687"	261.59	122.627
"3688"	261.65	98.6351
"3689"	261.71	90.6377
"3690"	261.77	87.9718
"3691"	261.84	74.6428
"3692"	261.9	55.9821
"3693"	261.96	21.3265
"3694"	262.02	53.3163
"3695"	262.09	47.9846
"3696"	262.15	45.3188
"3697"	262.21	34.6556
"3698"	262.27	37.3214
"3699"	262.34	21.3265
"3700"	262.4	23.9923
"3701"	262.46	29.324
"3702"	262.52	23.9923
"3703"	262.59	5.33163
"3704"	262.65	7.99744
"3705"	262.71	2.66581
"3706"	262.77	7.99744
"3707"	262.84	7.99744
"3708"	262.9	7.99744
"3709"	262.96	13.3291
"3710"	263.02	10.6633
"3711"	263.09	2.66581
"3712"	263.15	7.99744
"3713"	263.21	10.6633
"3714"	263.27	5.33163
"3715"	263.34	7.99744
"3716"	263.4	2.66581
"3717"	263.46	2.66581
"3718"	263.52	2.66581
"3719"	263.59	5.33163
"3720"	263.65	2.66581
"3721"	263.71	2.66581
"3722"	263.77	0
"3723"	263.84	0
"3724"	263.9	0
"3725"	263.96	0
"3726"	264.02	0
"3727"	264.09	0
"3728"	264.15	2.66581
"3729"	264.21	0
"3730"	264.27	2.66581
"3731"	264.34	0
"3732"	264.4	0
"3733"	264.46	5.33163
"3734"	264.52	0
"3735"	264.59	0
"3736"	264.65	0
"3737"	264.71	0
"3738"	264.77	0
"3739"	264.84	0
"3740"	264.9	0
"3741"	264.96	0
"3742"	265.02	0
"3743"	265.09	0
"3744"	265.15	0
"3745"	265.21	2.66581
"3746"	265.27	0
"3747"	265.34	0
"3748"	265.4	0
"3749"	265.46	0
"3750"	265.52	0
"3751"	265.59	0
"3752"	265.65	0
"3753"	265.71	0
"3754"	265.77	0
"3755"	265.84	0
"3756"	265.9	0
"3757"	265.96	2.66581
"3758"	266.02	0
"3759"	266.09	0
"3760"	266.15	0
"3761"	266.21	0
"3762"	266.27	0
"3763"	266.34	0
"3764"	266.4	0
"3765"	266.46	2.66581
"3766"	266.52	0
"3767"	266.59	0
"3768"	266.65	0
"3769"	266.71	0
"3770"	266.77	0
"3771"	266.84	0
"3772"	266.9	0
"3773"	266.96	0
"3774"	267.02	0
"3775"	267.09	0
"3776"	267.15	0
"3777"	267.21	0
"3778"	267.27	0
"3779"	267.34	0
"3780"	267.4	0
"3781"	267.46	0
"3782"	267.52	0
"3783"	267.59	0
"3784"	267.65	0
"3785"	267.71	2.66581
"3786"	267.77	0
"3787"	267.84	2.66581
"3788"	267.9	0
"3789"	267.96	0
"3790"	268.02	0
"3791"	268.09	0
"3792"	268.15	0
"3793"	268.21	0
"3794"	268.27	0
"3795"	268.34	0
"3796"	268.4	0
"3797"	268.46	0
"3798"	268.52	0
"3799"	268.59	0
"3800"	268.65	0
"3801"	268.71	0
"3802"	268.77	0
"3803"	268.84	0
"3804"	268.9	0
"3805"	268.96	0
"3806"	269.02	0
"3807"	269.09	0
"3808"	269.15	0
"3809"	269.21	0
"3810"	269.27	0
"3811"	269.34	0
"3812"	269.4	0
"3813"	269.46	0
"3814"	269.52	0
"3815"	269.59	0
"3816"	269.65	0
"3817"	269.71	0
"3818"	269.77	0
"3819"	269.84	0
"3820"	269.9	0
"3821"	269.96	0
"3822"	270.02	0
"3823"	270.09	0
"3824"	270.15	0
"3825"	270.21	0
"3826"	270.27	0
"3827"	270.34	0
"3828"	270.4	0
"3829"	270.46	0
"3830"	270.52	0
"3831"	270.59	0
"3832"	270.65	0
"3833"	270.71	0
"3834"	270.77	0
"3835"	270.84	0
"3836"	270.9	0
"3837"	270.96	0
"3838"	271.02	0
"3839"	271.09	0
"3840"	271.15	0
"3841"	271.21	0
"3842"	271.27	0
"3843"	271.34	0
"3844"	271.4	2.66581
"3845"	271.46	0
"3846"	271.52	7.99744
"3847"	271.59	0
"3848"	271.65	2.66581
"3849"	271.71	2.66581
"3850"	271.77	0
"3851"	271.84	0
"3852"	271.9	7.99744
"3853"	271.96	21.3265
"3854"	272.02	0
"3855"	272.09	2.66581
"3856"	272.15	10.6633
"3857"	272.21	2.66581
"3858"	272.27	2.66581
"3859"	272.34	0
"3860"	272.4	2.66581
"3861"	272.46	0
"3862"	272.52	2.66581
"3863"	272.59	0
"3864"	272.65	2.66581
"3865"	272.71	2.66581
"3866"	272.77	0
"3867"	272.84	2.66581
"3868"	272.9	2.66581
"3869"	272.96	2.66581
"3870"	273.02	2.66581
"3871"	273.09	0
"3872"	273.15	5.33163
"3873"	273.21	5.33163
"3874"	273.27	5.33163
"3875"	273.34	2.66581
"3876"	273.4	5.33163
"3877"	273.46	5.33163
"3878"	273.52	0
"3879"	273.59	0
"3880"	273.65	10.6633
"3881"	273.71	2.66581
"3882"	273.77	5.33163
"3883"	273.84	13.3291
"3884"	273.9	5.33163
"3885"	273.96	0
"3886"	274.02	2.66581
"3887"	274.09	0
"3888"	274.15	2.66581
"3889"	274.21	7.99744
"3890"	274.27	2.66581
"3891"	274.34	2.66581
"3892"	274.4	2.66581
"3893"	274.46	0
"3894"	274.52	2.66581
"3895"	274.59	0
"3896"	274.65	0
"3897"	274.71	2.66581
"3898"	274.77	0
"3899"	274.84	0
"3900"	274.9	0
"3901"	274.96	0
"3902"	275.02	0
"3903"	275.09	0
"3904"	275.15	0
"3905"	275.21	2.66581
"3906"	275.27	0
"3907"	275.34	0
"3908"	275.4	2.66581
"3909"	275.46	2.66581
"3910"	275.52	2.66581
"3911"	275.59	0
"3912"	275.65	0
"3913"	275.71	0
"3914"	275.77	0
"3915"	275.84	2.66581
"3916"	275.9	26.6581
"3917"	275.96	2.66581
"3918"	276.02	2.66581
"3919"	276.09	7.99744
"3920"	276.15	7.99744
"3921"	276.21	0
"3922"	276.27	0
"3923"	276.34	2.66581
"3924"	276.4	0
"3925"	276.46	0
"3926"	276.52	0
"3927"	276.59	0
"3928"	276.65	2.66581
"3929"	276.71	5.33163
"3930"	276.77	2.66581
"3931"	276.84	0
"3932"	276.9	0
"3933"	276.96	0
"3934"	277.02	0
"3935"	277.09	0
"3936"	277.15	0
"3937"	277.21	2.66581
"3938"	277.27	5.33163
"3939"	277.34	10.6633
"3940"	277.4	2.66581
"3941"	277.46	0
"3942"	277.52	0
"3943"	277.59	0
"3944"	277.65	2.66581
"3945"	277.71	0
"3946"	277.77	2.66581
"3947"	277.84	0
"3948"	277.9	5.33163
"3949"	277.96	0
"3950"	278.02	0
"3951"	278.09	0
"3952"	278.15	2.66581
"3953"	278.21	0
"3954"	278.27	2.66581
"3955"	278.34	0
"3956"	278.4	0
"3957"	278.46	0
"3958"	278.52	0
"3959"	278.59	0
"3960"	278.65	0
"3961"	278.71	0
"3962"	278.77	0
"3963"	278.84	2.66581
"3964"	278.9	2.66581
"3965"	278.96	0
"3966"	279.02	0
"3967"	279.09	0
"3968"	279.15	0
"3969"	279.21	0
"3970"	279.27	0
"3971"	279.34	0
"3972"	279.4	0
"3973"	279.46	0
"3974"	279.52	0
"3975"	279.59	0
"3976"	279.65	2.66581
"3977"	279.71	5.33163
"3978"	279.77	0
"3979"	279.84	2.66581
"3980"	279.9	0
"3981"	279.96	0
"3982"	280.02	0
"3983"	280.09	0
"3984"	280.15	0
"3985"	280.21	0
"3986"	280.27	0
"3987"	280.34	0
"3988"	280.4	0
"3989"	280.46	0
"3990"	280.52	0
"3991"	280.59	0
"3992"	280.65	0
"3993"	280.71	0
"3994"	280.77	0
"3995"	280.84	2.66581
"3996"	280.9	0
"3997"	280.96	0
"3998"	281.02	0
"3999"	281.09	0
"4000"	281.15	7.99744
"4001"	281.21	0
"4002"	281.27	0
"4003"	281.34	0
"4004"	281.4	0
"4005"	281.46	5.33163
"4006"	281.52	0
"4007"	281.59	0
"4008"	281.65	0
"4009"	281.71	2.66581
"4010"	281.77	0
"4011"	281.84	0
"4012"	281.9	0
"4013"	281.96	0
"4014"	282.02	0
"4015"	282.09	0
"4016"	282.15	0
"4017"	282.21	0
"4018"	282.27	2.66581
"4019"	282.34	0
"4020"	282.4	2.66581
"4021"	282.46	0
"4022"	282.52	0
"4023"	282.59	0
"4024"	282.65	10.6633
"4025"	282.71	0
"4026"	282.77	2.66581
"4027"	282.84	23.9923
"4028"	282.9	0
"4029"	282.96	0
"4030"	283.02	2.66581
"4031"	283.09	10.6633
"4032"	283.15	0
"4033"	283.21	0
"4034"	283.27	0
"4035"	283.34	0
"4036"	283.4	0
"4037"	283.46	0
"4038"	283.52	0
"4039"	283.59	0
"4040"	283.65	0
"4041"	283.71	0
"4042"	283.77	0
"4043"	283.84	0
"4044"	283.9	5.33163
"4045"	283.96	0
"4046"	284.02	0
"4047"	284.09	10.6633
"4048"	284.15	13.3291
"4049"	284.21	5.33163
"4050"	284.27	0
"4051"	284.34	0
"4052"	284.4	0
"4053"	284.46	0
"4054"	284.52	0
"4055"	284.59	0
"4056"	284.65	0
"4057"	284.71	0
"4058"	284.77	0
"4059"	284.84	0
"4060"	284.9	0
"4061"	284.96	0
"4062"	285.02	0
"4063"	285.09	0
"4064"	285.15	2.66581
"4065"	285.21	0
"4066"	285.27	0
"4067"	285.34	0
"4068"	285.4	0
"4069"	285.46	0
"4070"	285.52	0
"4071"	285.59	0
"4072"	285.65	0
"4073"	285.71	0
"4074"	285.77	0
"4075"	285.84	0
"4076"	285.9	0
"4077"	285.96	0
"4078"	286.02	0
"4079"	286.09	0
"4080"	286.15	0
"4081"	286.21	0
"4082"	286.27	0
"4083"	286.34	0
"4084"	286.4	0
"4085"	286.46	0
"4086"	286.52	15.9949
"4087"	286.59	2.66581
"4088"	286.65	0
"4089"	286.71	0
"4090"	286.77	0
"4091"	286.84	0
"4092"	286.9	0
"4093"	286.96	0
"4094"	287.02	0
"4095"	287.09	0
"4096"	287.15	7.99744
"4097"	287.21	0
"4098"	287.27	0
"4099"	287.34	0
"4100"	287.4	0
"4101"	287.46	0
"4102"	287.52	0
"4103"	287.59	0
"4104"	287.65	0
"4105"	287.71	0
"4106"	287.77	0
"4107"	287.84	0
"4108"	287.9	2.66581
"4109"	287.96	2.66581
"4110"	288.02	10.6633
"4111"	288.09	0
"4112"	288.15	0
"4113"	288.21	2.66581
"4114"	288.27	0
"4115"	288.34	0
"4116"	288.4	0
"4117"	288.46	0
"4118"	288.52	0
"4119"	288.59	0
"4120"	288.65	0
"4121"	288.71	2.66581
"4122"	288.77	0
"4123"	288.84	13.3291
"4124"	288.9	15.9949
"4125"	288.96	0
"4126"	289.02	0
"4127"	289.09	0
"4128"	289.15	0
"4129"	289.21	0
"4130"	289.27	2.66581
"4131"	289.34	2.66581
"4132"	289.4	2.66581
"4133"	289.46	0
"4134"	289.52	0
"4135"	289.59	0
"4136"	289.65	2.66581
"4137"	289.71	0
"4138"	289.77	0
"4139"	289.84	0
"4140"	289.9	0
"4141"	289.96	7.99744
"4142"	290.02	0
"4143"	290.09	2.66581
"4144"	290.15	10.6633
"4145"	290.21	7.99744
"4146"	290.27	5.33163
"4147"	290.34	0
"4148"	290.4	0
"4149"	290.46	0
"4150"	290.52	2.66581
"4151"	290.59	0
"4152"	290.65	0
"4153"	290.71	0
"4154"	290.77	0
"4155"	290.84	0
"4156"	290.9	2.66581
"4157"	290.96	0
"4158"	291.02	0
"4159"	291.09	0
"4160"	291.15	0
"4161"	291.21	0
"4162"	291.27	2.66581
"4163"	291.34	2.66581
"4164"	291.4	0
"4165"	291.46	0
"4166"	291.52	0
"4167"	291.59	0
"4168"	291.65	0
"4169"	291.71	0
"4170"	291.77	0
"4171"	291.84	0
"4172"	291.9	0
"4173"	291.96	0
"4174"	292.02	0
"4175"	292.09	0
"4176"	292.15	0
"4177"	292.21	0
"4178"	292.27	0
"4179"	292.34	0
"4180"	292.4	0
"4181"	292.46	0
"4182"	292.52	0
"4183"	292.59	0
"4184"	292.65	0
"4185"	292.71	0
"4186"	292.77	0
"4187"	292.84	0
"4188"	292.9	0
"4189"	292.96	0
"4190"	293.02	0
"4191"	293.09	0
"4192"	293.15	0
"4193"	293.21	0
"4194"	293.27	5.33163
"4195"	293.34	2.66581
"4196"	293.4	2.66581
"4197"	293.46	0
"4198"	293.52	0
"4199"	293.59	2.66581
"4200"	293.65	0
"4201"	293.71	5.33163
"4202"	293.77	0
"4203"	293.84	0
"4204"	293.9	2.66581
"4205"	293.96	5.33163
"4206"	294.02	0
"4207"	294.09	0
"4208"	294.15	0
"4209"	294.21	0
"4210"	294.27	0
"4211"	294.34	0
"4212"	294.4	0
"4213"	294.46	0
"4214"	294.52	0
"4215"	294.59	0
"4216"	294.65	0
"4217"	294.71	0
"4218"	294.77	0
"4219"	294.84	0
"4220"	294.9	0
"4221"	294.96	0
"4222"	295.02	0
"4223"	295.09	0
"4224"	295.15	0
"4225"	295.21	0
"4226"	295.27	0
"4227"	295.34	0
"4228"	295.4	0
"4229"	295.46	0
"4230"	295.52	0
"4231"	295.59	0
"4232"	295.65	0
"4233"	295.71	0
"4234"	295.77	0
"4235"	295.84	0
"4236"	295.9	0
"4237"	295.96	0
"4238"	296.02	0
"4239"	296.09	0
"4240"	296.15	0
"4241"	296.21	0
"4242"	296.27	0
"4243"	296.34	0
"4244"	296.4	0
"4245"	296.46	0
"4246"	296.52	0
"4247"	296.59	0
"4248"	296.65	0
"4249"	296.71	0
"4250"	296.77	0
"4251"	296.84	0
"4252"	296.9	0
"4253"	296.96	0
"4254"	297.02	0
"4255"	297.09	2.66581
"4256"	297.15	2.66581
"4257"	297.21	0
"4258"	297.27	0
"4259"	297.34	0
"4260"	297.4	0
"4261"	297.46	0
"4262"	297.52	0
"4263"	297.59	0
"4264"	297.65	2.66581
"4265"	297.71	0
"4266"	297.77	0
"4267"	297.84	0
"4268"	297.9	0
"4269"	297.96	2.66581
"4270"	298.02	0
"4271"	298.09	0
"4272"	298.15	0
"4273"	298.21	0
"4274"	298.27	0
"4275"	298.34	0
"4276"	298.4	0
"4277"	298.46	0
"4278"	298.52	0
"4279"	298.59	0
"4280"	298.65	0
"4281"	298.71	0
"4282"	298.77	0
"4283"	298.84	0
"4284"	298.9	0
"4285"	298.96	0
"4286"	299.02	0
"4287"	299.09	0
"4288"	299.15	0
"4289"	299.21	0
"4290"	299.27	0
"4291"	299.34	0
"4292"	299.4	0
"4293"	299.46	0
"4294"	299.52	0
"4295"	299.59	0
"4296"	299.65	0
"4297"	299.71	2.66581
"4298"	299.77	0
"4299"	299.84	0
"4300"	299.9	0
"4301"	299.96	2.66581
"4302"	300.02	0
"4303"	300.09	2.66581
"4304"	300.15	0
"4305"	300.21	0
"4306"	300.27	0
"4307"	300.34	0
"4308"	300.4	0
"4309"	300.46	0
"4310"	300.52	0
"4311"	300.59	0
"4312"	300.65	0
"4313"	300.71	0
"4314"	300.77	0
"4315"	300.84	0
"4316"	300.9	0
"4317"	300.96	0
"4318"	301.02	0
"4319"	301.09	0
"4320"	301.15	0
"4321"	301.21	0
"4322"	301.27	0
"4323"	301.34	0
"4324"	301.4	2.66581
"4325"	301.46	0
"4326"	301.52	0
"4327"	301.59	0
"4328"	301.65	0
"4329"	301.71	2.66581
"4330"	301.77	0
"4331"	301.84	0
"4332"	301.9	0
"4333"	301.96	0
"4334"	302.02	2.66581
"4335"	302.09	0
"4336"	302.15	0
"4337"	302.21	0
"4338"	302.27	0
"4339"	302.34	0
"4340"	302.4	0
"4341"	302.46	0
"4342"	302.52	0
"4343"	302.59	0
"4344"	302.65	0
"4345"	302.71	0
"4346"	302.77	0
"4347"	302.84	0
"4348"	302.9	0
"4349"	302.96	0
"4350"	303.02	0
"4351"	303.09	0
"4352"	303.15	0
"4353"	303.21	5.33163
"4354"	303.27	0
"4355"	303.34	0
"4356"	303.4	2.66581
"4357"	303.46	0
"4358"	303.52	0
"4359"	303.59	0
"4360"	303.65	0
"4361"	303.71	0
"4362"	303.77	0
"4363"	303.84	0
"4364"	303.9	0
"4365"	303.96	0
"4366"	304.02	0
"4367"	304.09	0
"4368"	304.15	2.66581
"4369"	304.21	0
"4370"	304.27	0
"4371"	304.34	0
"4372"	304.4	0
"4373"	304.46	0
"4374"	304.52	0
"4375"	304.59	0
"4376"	304.65	0
"4377"	304.71	0
"4378"	304.77	0
"4379"	304.84	0
"4380"	304.9	0
"4381"	304.96	0
"4382"	305.02	0
"4383"	305.09	0
"4384"	305.15	2.66581
"4385"	305.21	0
"4386"	305.27	0
"4387"	305.34	0
"4388"	305.4	0
"4389"	305.46	0
"4390"	305.52	0
"4391"	305.59	0
"4392"	305.65	0
"4393"	305.71	0
"4394"	305.77	0
"4395"	305.84	0
"4396"	305.9	0
"4397"	305.96	0
"4398"	306.02	0
"4399"	306.09	0
"4400"	306.15	0
"4401"	306.21	0
"4402"	306.27	0
"4403"	306.34	0
"4404"	306.4	0
"4405"	306.46	0
"4406"	306.52	0
"4407"	306.59	0
"4408"	306.65	0
"4409"	306.71	0
"4410"	306.77	0
"4411"	306.84	0
"4412"	306.9	0
"4413"	306.96	0
"4414"	307.02	0
"4415"	307.09	0
"4416"	307.15	0
"4417"	307.21	2.66581
"4418"	307.27	0
"4419"	307.34	0
"4420"	307.4	0
"4421"	307.46	0
"4422"	307.52	0
"4423"	307.59	0
"4424"	307.65	0
"4425"	307.71	0
"4426"	307.77	0
"4427"	307.84	0
"4428"	307.9	0
"4429"	307.96	0
"4430"	308.02	0
"4431"	308.09	0
"4432"	308.15	0
"4433"	308.21	0
"4434"	308.27	0
"4435"	308.34	0
"4436"	308.4	0
"4437"	308.46	0
"4438"	308.52	0
"4439"	308.59	0
"4440"	308.65	0
"4441"	308.71	0
"4442"	308.77	0
"4443"	308.84	0
"4444"	308.9	0
"4445"	308.96	0
"4446"	309.02	0
"4447"	309.09	0
"4448"	309.15	0
"4449"	309.21	0
"4450"	309.27	0
"4451"	309.34	0
"4452"	309.4	0
"4453"	309.46	0
"4454"	309.52	0
"4455"	309.59	0
"4456"	309.65	0
"4457"	309.71	2.66581
"4458"	309.77	0
"4459"	309.84	0
"4460"	309.9	0
"4461"	309.96	0
"4462"	310.02	0
"4463"	310.09	0
"4464"	310.15	0
"4465"	310.21	0
"4466"	310.27	0
"4467"	310.34	0
"4468"	310.4	0
"4469"	310.46	0
"4470"	310.52	0
"4471"	310.59	0
"4472"	310.65	0
"4473"	310.71	0
"4474"	310.77	0
"4475"	310.84	0
"4476"	310.9	0
"4477"	310.96	0
"4478"	311.02	2.66581
"4479"	311.09	0
"4480"	311.15	2.66581
"4481"	311.21	0
"4482"	311.27	0
"4483"	311.34	0
"4484"	311.4	0
"4485"	311.46	0
"4486"	311.52	0
"4487"	311.59	5.33163
"4488"	311.65	5.33163
"4489"	311.71	2.66581
"4490"	311.77	0
"4491"	311.84	0
"4492"	311.9	5.33163
"4493"	311.96	0
"4494"	312.02	0
"4495"	312.09	7.99744
"4496"	312.15	0
"4497"	312.21	2.66581
"4498"	312.27	5.33163
"4499"	312.34	2.66581
"4500"	312.4	0
"4501"	312.46	5.33163
"4502"	312.52	5.33163
"4503"	312.59	0
"4504"	312.65	0
"4505"	312.71	0
"4506"	312.77	0
"4507"	312.84	2.66581
"4508"	312.9	2.66581
"4509"	312.96	2.66581
"4510"	313.02	0
"4511"	313.09	2.66581
"4512"	313.15	0
"4513"	313.21	0
"4514"	313.27	0
"4515"	313.34	0
"4516"	313.4	5.33163
"4517"	313.46	2.66581
"4518"	313.52	2.66581
"4519"	313.59	2.66581
"4520"	313.65	2.66581
"4521"	313.71	0
"4522"	313.77	0
"4523"	313.84	0
"4524"	313.9	0
"4525"	313.96	0
"4526"	314.02	0
"4527"	314.09	0
"4528"	314.15	5.33163
"4529"	314.21	2.66581
"4530"	314.27	0
"4531"	314.34	0
"4532"	314.4	0
"4533"	314.46	0
"4534"	314.52	0
"4535"	314.59	2.66581
"4536"	314.65	0
"4537"	314.71	5.33163
"4538"	314.77	2.66581
"4539"	314.84	2.66581
"4540"	314.9	2.66581
"4541"	314.96	5.33163
"4542"	315.02	2.66581
"4543"	315.09	0
"4544"	315.15	2.66581
"4545"	315.21	0
"4546"	315.27	5.33163
"4547"	315.34	0
"4548"	315.4	0
"4549"	315.46	2.66581
"4550"	315.52	0
"4551"	315.59	5.33163
"4552"	315.65	0
"4553"	315.71	0
"4554"	315.77	0
"4555"	315.84	0
"4556"	315.9	5.33163
"4557"	315.96	0
"4558"	316.02	0
"4559"	316.09	2.66581
"4560"	316.15	0
"4561"	316.21	0
"4562"	316.27	2.66581
"4563"	316.34	21.3265
"4564"	316.4	5.33163
"4565"	316.46	10.6633
"4566"	316.52	0
"4567"	316.59	0
"4568"	316.65	7.99744
"4569"	316.71	7.99744
"4570"	316.77	10.6633
"4571"	316.84	5.33163
"4572"	316.9	5.33163
"4573"	316.96	31.9898
"4574"	317.02	18.6607
"4575"	317.09	15.9949
"4576"	317.15	34.6556
"4577"	317.21	45.3188
"4578"	317.27	31.9898
"4579"	317.34	69.3112
"4580"	317.4	85.306
"4581"	317.46	111.964
"4582"	317.52	111.964
"4583"	317.59	98.6351
"4584"	317.65	117.296
"4585"	317.71	125.293
"4586"	317.77	149.286
"4587"	317.84	125.293
"4588"	317.9	154.617
"4589"	317.96	173.278
"4590"	318.02	133.291
"4591"	318.09	165.28
"4592"	318.15	175.944
"4593"	318.21	157.283
"4594"	318.27	194.604
"4595"	318.34	207.933
"4596"	318.4	178.61
"4597"	318.46	175.944
"4598"	318.52	173.278
"4599"	318.59	194.604
"4600"	318.65	189.273
"4601"	318.71	173.278
"4602"	318.77	205.268
"4603"	318.84	175.944
"4604"	318.9	167.946
"4605"	318.96	199.936
"4606"	319.02	226.594
"4607"	319.09	170.612
"4608"	319.15	157.283
"4609"	319.21	165.28
"4610"	319.27	213.265
"4611"	319.34	162.615
"4612"	319.4	143.954
"4613"	319.46	186.607
"4614"	319.52	210.599
"4615"	319.59	202.602
"4616"	319.65	189.273
"4617"	319.71	197.27
"4618"	319.77	194.604
"4619"	319.84	122.627
"4620"	319.9	183.941
"4621"	319.96	143.954
"4622"	320.02	159.949
"4623"	320.09	175.944
"4624"	320.15	143.954
"4625"	320.21	141.288
"4626"	320.27	167.946
"4627"	320.34	186.607
"4628"	320.4	141.288
"4629"	320.46	149.286
"4630"	320.52	146.62
"4631"	320.59	143.954
"4632"	320.65	119.962
"4633"	320.71	149.286
"4634"	320.77	154.617
"4635"	320.84	162.615
"4636"	320.9	130.625
"4637"	320.96	133.291
"4638"	321.02	125.293
"4639"	321.09	101.301
"4640"	321.15	82.6402
"4641"	321.21	77.3086
"4642"	321.27	69.3112
"4643"	321.34	53.3163
"4644"	321.4	47.9846
"4645"	321.46	29.3239
"4646"	321.52	34.6556
"4647"	321.59	23.9923
"4648"	321.65	37.3214
"4649"	321.71	13.3291
"4650"	321.77	15.9949
"4651"	321.84	7.99744
"4652"	321.9	18.6607
"4653"	321.96	18.6607
"4654"	322.02	7.99744
"4655"	322.09	5.33163
"4656"	322.15	10.6633
"4657"	322.21	5.33163
"4658"	322.27	10.6633
"4659"	322.34	13.3291
"4660"	322.4	10.6633
"4661"	322.46	2.66581
"4662"	322.52	7.99744
"4663"	322.59	5.33163
"4664"	322.65	5.33163
"4665"	322.71	0
"4666"	322.77	2.66581
"4667"	322.84	2.66581
"4668"	322.9	2.66581
"4669"	322.96	2.66581
"4670"	323.02	2.66581
"4671"	323.09	2.66581
"4672"	323.15	5.33163
"4673"	323.21	0
"4674"	323.27	0
"4675"	323.34	5.33163
"4676"	323.4	5.33163
"4677"	323.46	7.99744
"4678"	323.52	0
"4679"	323.59	7.99744
"4680"	323.65	5.33163
"4681"	323.71	10.6633
"4682"	323.77	18.6607
"4683"	323.84	7.99744
"4684"	323.9	2.66581
"4685"	323.96	0
"4686"	324.02	0
"4687"	324.09	13.3291
"4688"	324.15	0
"4689"	324.21	7.99744
"4690"	324.27	5.33163
"4691"	324.34	0
"4692"	324.4	0
"4693"	324.46	0
"4694"	324.52	2.66581
"4695"	324.59	5.33163
"4696"	324.65	0
"4697"	324.71	0
"4698"	324.77	0
"4699"	324.84	7.99744
"4700"	324.9	2.66581
"4701"	324.96	0
"4702"	325.02	5.33163
"4703"	325.09	0
"4704"	325.15	0
"4705"	325.21	0
"4706"	325.27	0
"4707"	325.34	2.66581
"4708"	325.4	0
"4709"	325.46	0
"4710"	325.52	0
"4711"	325.59	15.9949
"4712"	325.65	0
"4713"	325.71	0
"4714"	325.77	0
"4715"	325.84	0
"4716"	325.9	0
"4717"	325.96	0
"4718"	326.02	0
"4719"	326.09	0
"4720"	326.15	0
"4721"	326.21	0
"4722"	326.27	0
"4723"	326.34	0
"4724"	326.4	0
"4725"	326.46	7.99744
"4726"	326.52	0
"4727"	326.59	0
"4728"	326.65	0
"4729"	326.71	0
"4730"	326.77	0
"4731"	326.84	0
"4732"	326.9	7.99744
"4733"	326.96	0
"4734"	327.02	7.99744
"4735"	327.09	13.3291
"4736"	327.15	0
"4737"	327.21	0
"4738"	327.27	2.66581
"4739"	327.34	2.66581
"4740"	327.4	0
"4741"	327.46	7.99744
"4742"	327.52	0
"4743"	327.59	0
"4744"	327.65	0
"4745"	327.71	0
"4746"	327.77	5.33163
"4747"	327.84	0
"4748"	327.9	0
"4749"	327.96	0
"4750"	328.02	0
"4751"	328.09	0
"4752"	328.15	0
"4753"	328.21	0
"4754"	328.27	0
"4755"	328.34	0
"4756"	328.4	0
"4757"	328.46	5.33163
"4758"	328.52	7.99744
"4759"	328.59	2.66581
"4760"	328.65	0
"4761"	328.71	0
"4762"	328.77	0
"4763"	328.84	0
"4764"	328.9	0
"4765"	328.96	0
"4766"	329.02	2.66581
"4767"	329.09	0
"4768"	329.15	0
"4769"	329.21	0
"4770"	329.27	0
"4771"	329.34	0
"4772"	329.4	0
"4773"	329.46	0
"4774"	329.52	0
"4775"	329.59	0
"4776"	329.65	0
"4777"	329.71	0
"4778"	329.77	2.66581
"4779"	329.84	0
"4780"	329.9	0
"4781"	329.96	0
"4782"	330.02	0
"4783"	330.09	2.66581
"4784"	330.15	0
"4785"	330.21	0
"4786"	330.27	0
"4787"	330.34	0
"4788"	330.4	0
"4789"	330.46	0
"4790"	330.52	0
"4791"	330.59	0
"4792"	330.65	0
"4793"	330.71	0
"4794"	330.77	0
"4795"	330.84	0
"4796"	330.9	0
"4797"	330.96	0
"4798"	331.02	0
"4799"	331.09	0
"4800"	331.15	0
